node1,node2	space	relation_type
146,165	struc2vec_latent_space	1
8,173	struc2vec_graph	1
8,2	struc2vec_graph	1
8,24	struc2vec_latent_space	2
55,127	struc2vec_graph	3
55,173	struc2vec_graph	1
55,116	struc2vec_graph	1
55,56	struc2vec_graph	3
14,7	struc2vec_graph	0
14,29	struc2vec_latent_space	2
18,126	struc2vec_graph	1
18,139	struc2vec_graph	3
18,117	struc2vec_latent_space	0
24,40	struc2vec_graph	3
24,130	struc2vec_graph	1
24,56	struc2vec_graph	3
24,87	struc2vec_latent_space	2
24,8	struc2vec_latent_space	1
111,85	struc2vec_graph	1
111,135	struc2vec_latent_space	3
111,147	struc2vec_latent_space	3
175,173	struc2vec_graph	1
113,171	struc2vec_graph	2
113,172	struc2vec_graph	2
92,15	struc2vec_graph	0
6,171	struc2vec_graph	3
6,56	struc2vec_graph	2
6,134	struc2vec_latent_space	3
6,3	struc2vec_latent_space	2
6,74	struc2vec_latent_space	2
137,56	struc2vec_graph	3
137,9	struc2vec_latent_space	3
137,97	struc2vec_latent_space	0
165,15	struc2vec_graph	0
165,56	struc2vec_graph	2
165,57	struc2vec_graph	2
165,40	struc2vec_latent_space	2
165,146	struc2vec_latent_space	2
165,29	struc2vec_latent_space	0
165,52	struc2vec_latent_space	0
12,56	struc2vec_graph	2
68,50	struc2vec_graph	2
68,56	struc2vec_graph	2
68,131	struc2vec_latent_space	3
68,101	struc2vec_latent_space	3
68,72	struc2vec_latent_space	1
68,106	struc2vec_latent_space	1
131,66	struc2vec_graph	3
131,84	struc2vec_graph	0
131,168	struc2vec_graph	3
131,56	struc2vec_graph	2
131,138	struc2vec_graph	2
131,173	struc2vec_graph	2
131,100	struc2vec_graph	2
131,15	struc2vec_latent_space	1
131,101	struc2vec_latent_space	2
131,106	struc2vec_latent_space	1
131,68	struc2vec_latent_space	0
131,2	struc2vec_latent_space	1
131,72	struc2vec_latent_space	0
125,54	struc2vec_graph	1
125,56	struc2vec_graph	3
103,56	struc2vec_graph	0
103,34	struc2vec_latent_space	2
103,10	struc2vec_latent_space	3
103,144	struc2vec_latent_space	1
103,80	struc2vec_latent_space	2
103,139	struc2vec_latent_space	2
103,170	struc2vec_latent_space	2
103,76	struc2vec_latent_space	0
103,81	struc2vec_latent_space	1
124,56	struc2vec_graph	3
80,66	struc2vec_graph	1
80,28	struc2vec_graph	1
80,1	struc2vec_graph	0
80,56	struc2vec_graph	0
80,176	struc2vec_graph	0
80,34	struc2vec_latent_space	0
80,155	struc2vec_latent_space	2
80,103	struc2vec_latent_space	1
80,163	struc2vec_latent_space	0
80,170	struc2vec_latent_space	1
80,19	struc2vec_latent_space	3
80,76	struc2vec_latent_space	1
80,139	struc2vec_latent_space	3
84,131	struc2vec_graph	3
84,34	struc2vec_graph	3
84,41	struc2vec_graph	2
84,47	struc2vec_graph	2
84,147	struc2vec_graph	2
84,25	struc2vec_graph	1
84,153	struc2vec_graph	2
84,23	struc2vec_graph	3
84,127	struc2vec_graph	3
84,171	struc2vec_graph	3
84,177	struc2vec_graph	3
84,31	struc2vec_graph	1
84,61	struc2vec_graph	3
84,56	struc2vec_graph	3
84,180	struc2vec_graph	2
84,173	struc2vec_graph	3
84,62	struc2vec_graph	3
84,21	struc2vec_latent_space	2
171,66	struc2vec_graph	0
171,113	struc2vec_graph	1
171,127	struc2vec_graph	2
171,129	struc2vec_graph	0
171,84	struc2vec_graph	0
171,6	struc2vec_graph	0
171,56	struc2vec_graph	0
171,141	struc2vec_latent_space	1
110,56	struc2vec_graph	1
110,57	struc2vec_graph	1
31,127	struc2vec_graph	2
31,84	struc2vec_graph	2
31,56	struc2vec_graph	2
134,56	struc2vec_graph	2
134,145	struc2vec_latent_space	2
134,6	struc2vec_latent_space	0
134,67	struc2vec_latent_space	3
141,48	struc2vec_graph	2
141,116	struc2vec_graph	0
141,171	struc2vec_latent_space	2
32,56	struc2vec_graph	3
32,118	struc2vec_latent_space	0
178,56	struc2vec_graph	2
178,133	struc2vec_graph	2
178,162	struc2vec_latent_space	2
178,164	struc2vec_latent_space	3
56,89	struc2vec_graph	0
56,79	struc2vec_graph	0
56,150	struc2vec_graph	2
56,169	struc2vec_graph	0
56,39	struc2vec_graph	3
56,59	struc2vec_graph	1
56,54	struc2vec_graph	1
56,11	struc2vec_graph	0
56,119	struc2vec_graph	1
56,65	struc2vec_graph	3
56,38	struc2vec_graph	0
56,41	struc2vec_graph	2
56,161	struc2vec_graph	3
56,153	struc2vec_graph	0
56,109	struc2vec_graph	0
56,33	struc2vec_graph	0
56,129	struc2vec_graph	0
56,128	struc2vec_graph	0
56,77	struc2vec_graph	0
56,61	struc2vec_graph	1
56,57	struc2vec_graph	3
56,142	struc2vec_graph	0
56,87	struc2vec_graph	0
56,166	struc2vec_graph	0
56,30	struc2vec_graph	3
56,35	struc2vec_graph	0
56,63	struc2vec_graph	0
56,81	struc2vec_graph	3
56,146	struc2vec_graph	1
56,55	struc2vec_graph	0
56,24	struc2vec_graph	0
56,6	struc2vec_graph	1
56,137	struc2vec_graph	0
56,165	struc2vec_graph	1
56,12	struc2vec_graph	1
56,68	struc2vec_graph	1
56,131	struc2vec_graph	1
56,125	struc2vec_graph	0
56,103	struc2vec_graph	3
56,124	struc2vec_graph	0
56,80	struc2vec_graph	3
56,84	struc2vec_graph	0
56,171	struc2vec_graph	3
56,110	struc2vec_graph	2
56,31	struc2vec_graph	1
56,134	struc2vec_graph	1
56,32	struc2vec_graph	0
56,178	struc2vec_graph	1
56,62	struc2vec_graph	3
56,143	struc2vec_graph	1
56,69	struc2vec_graph	0
56,104	struc2vec_graph	3
56,16	struc2vec_graph	2
56,9	struc2vec_graph	0
56,44	struc2vec_graph	1
56,46	struc2vec_graph	1
56,64	struc2vec_graph	1
56,135	struc2vec_graph	0
56,147	struc2vec_graph	0
56,155	struc2vec_graph	3
56,53	struc2vec_graph	1
56,29	struc2vec_graph	1
56,37	struc2vec_graph	1
56,116	struc2vec_graph	0
56,21	struc2vec_graph	0
56,98	struc2vec_graph	1
56,49	struc2vec_graph	2
56,82	struc2vec_graph	1
56,22	struc2vec_graph	2
56,75	struc2vec_graph	1
56,27	struc2vec_graph	0
56,170	struc2vec_graph	3
56,74	struc2vec_graph	1
56,34	struc2vec_graph	3
56,118	struc2vec_graph	0
56,181	struc2vec_graph	3
56,94	struc2vec_graph	3
56,127	struc2vec_graph	3
56,136	struc2vec_graph	1
56,52	struc2vec_graph	1
56,154	struc2vec_graph	1
56,23	struc2vec_graph	3
56,172	struc2vec_graph	3
56,149	struc2vec_graph	1
56,85	struc2vec_graph	1
56,167	struc2vec_graph	3
56,17	struc2vec_graph	3
56,5	struc2vec_graph	0
56,91	struc2vec_graph	1
56,19	struc2vec_graph	3
56,117	struc2vec_graph	0
56,93	struc2vec_graph	0
56,3	struc2vec_graph	1
56,43	struc2vec_graph	1
56,179	struc2vec_graph	1
56,112	struc2vec_graph	1
56,97	struc2vec_graph	0
56,144	struc2vec_graph	3
56,47	struc2vec_graph	0
56,90	struc2vec_graph	0
56,132	struc2vec_graph	0
56,26	struc2vec_graph	3
56,159	struc2vec_graph	3
56,139	struc2vec_graph	3
56,41	struc2vec_latent_space	2
56,39	struc2vec_latent_space	3
56,180	struc2vec_latent_space	2
56,86	struc2vec_latent_space	2
4,66	struc2vec_graph	0
4,164	struc2vec_graph	0
4,146	struc2vec_graph	0
122,167	struc2vec_graph	2
115,20	struc2vec_graph	1
115,73	struc2vec_latent_space	0
115,151	struc2vec_latent_space	1
115,133	struc2vec_latent_space	2
115,155	struc2vec_latent_space	1
62,127	struc2vec_graph	2
62,84	struc2vec_graph	0
62,56	struc2vec_graph	0
62,152	struc2vec_latent_space	3
62,0	struc2vec_latent_space	2
62,95	struc2vec_latent_space	2
62,57	struc2vec_latent_space	2
143,56	struc2vec_graph	2
143,15	struc2vec_latent_space	3
143,106	struc2vec_latent_space	2
143,51	struc2vec_latent_space	1
143,2	struc2vec_latent_space	3
143,72	struc2vec_latent_space	2
69,56	struc2vec_graph	3
104,41	struc2vec_graph	0
104,56	struc2vec_graph	0
104,81	struc2vec_latent_space	2
104,26	struc2vec_latent_space	0
104,20	struc2vec_latent_space	3
104,65	struc2vec_latent_space	2
16,85	struc2vec_graph	1
16,15	struc2vec_graph	1
16,20	struc2vec_graph	3
16,126	struc2vec_graph	1
16,60	struc2vec_graph	3
16,59	struc2vec_graph	1
16,123	struc2vec_graph	1
16,56	struc2vec_graph	1
16,133	struc2vec_graph	3
9,106	struc2vec_graph	3
9,56	struc2vec_graph	3
9,79	struc2vec_latent_space	3
9,137	struc2vec_latent_space	0
44,159	struc2vec_graph	2
44,56	struc2vec_graph	2
44,123	struc2vec_latent_space	2
44,154	struc2vec_latent_space	1
168,131	struc2vec_graph	0
168,145	struc2vec_graph	0
168,53	struc2vec_latent_space	2
168,67	struc2vec_latent_space	0
46,56	struc2vec_graph	2
46,95	struc2vec_graph	3
46,156	struc2vec_latent_space	2
64,82	struc2vec_graph	1
64,56	struc2vec_graph	2
64,133	struc2vec_graph	2
64,66	struc2vec_latent_space	0
135,56	struc2vec_graph	3
135,147	struc2vec_latent_space	2
135,111	struc2vec_latent_space	0
173,131	struc2vec_graph	1
173,55	struc2vec_graph	2
173,175	struc2vec_graph	2
173,84	struc2vec_graph	0
173,8	struc2vec_graph	2
173,145	struc2vec_graph	3
173,96	struc2vec_graph	3
173,54	struc2vec_latent_space	3
174,15	struc2vec_graph	3
174,93	struc2vec_latent_space	1
174,97	struc2vec_latent_space	2
174,140	struc2vec_latent_space	1
147,84	struc2vec_graph	1
147,56	struc2vec_graph	3
147,70	struc2vec_graph	0
147,23	struc2vec_graph	3
147,135	struc2vec_latent_space	1
147,111	struc2vec_latent_space	0
155,56	struc2vec_graph	0
155,34	struc2vec_latent_space	1
155,80	struc2vec_latent_space	1
155,163	struc2vec_latent_space	0
155,115	struc2vec_latent_space	2
155,170	struc2vec_latent_space	1
155,19	struc2vec_latent_space	3
155,94	struc2vec_latent_space	3
155,139	struc2vec_latent_space	1
53,56	struc2vec_graph	2
53,71	struc2vec_graph	0
53,168	struc2vec_latent_space	1
29,97	struc2vec_graph	0
29,182	struc2vec_graph	2
29,126	struc2vec_graph	3
29,17	struc2vec_graph	3
29,162	struc2vec_graph	2
29,56	struc2vec_graph	2
29,165	struc2vec_latent_space	3
29,14	struc2vec_latent_space	1
29,130	struc2vec_latent_space	2
29,52	struc2vec_latent_space	2
71,53	struc2vec_graph	3
37,56	struc2vec_graph	2
37,83	struc2vec_graph	0
37,43	struc2vec_latent_space	3
37,108	struc2vec_latent_space	0
37,179	struc2vec_latent_space	0
116,55	struc2vec_graph	2
116,161	struc2vec_graph	3
116,160	struc2vec_graph	1
116,141	struc2vec_graph	3
116,87	struc2vec_graph	3
116,51	struc2vec_graph	3
116,56	struc2vec_graph	3
116,75	struc2vec_graph	1
116,76	struc2vec_graph	3
21,60	struc2vec_graph	2
21,56	struc2vec_graph	3
21,36	struc2vec_graph	1
21,84	struc2vec_latent_space	1
21,27	struc2vec_latent_space	2
121,0	struc2vec_graph	0
152,151	struc2vec_graph	2
152,0	struc2vec_latent_space	0
152,172	struc2vec_latent_space	1
152,57	struc2vec_latent_space	0
152,26	struc2vec_latent_space	3
152,62	struc2vec_latent_space	0
98,56	struc2vec_graph	2
98,179	struc2vec_latent_space	1
98,108	struc2vec_latent_space	3
98,156	struc2vec_latent_space	0
67,57	struc2vec_graph	2
67,134	struc2vec_latent_space	0
67,168	struc2vec_latent_space	3
25,84	struc2vec_graph	2
25,167	struc2vec_graph	2
25,36	struc2vec_latent_space	3
49,56	struc2vec_graph	1
49,114	struc2vec_graph	2
160,116	struc2vec_graph	2
160,128	struc2vec_latent_space	0
160,90	struc2vec_latent_space	0
73,66	struc2vec_graph	1
73,158	struc2vec_graph	1
73,151	struc2vec_latent_space	1
73,115	struc2vec_latent_space	3
73,133	struc2vec_latent_space	3
82,144	struc2vec_graph	2
82,79	struc2vec_graph	0
82,64	struc2vec_graph	2
82,56	struc2vec_graph	2
82,133	struc2vec_graph	2
82,40	struc2vec_latent_space	1
82,146	struc2vec_latent_space	1
82,3	struc2vec_latent_space	3
82,136	struc2vec_latent_space	2
140,90	struc2vec_graph	3
140,39	struc2vec_graph	3
140,120	struc2vec_graph	3
140,83	struc2vec_graph	3
140,174	struc2vec_latent_space	2
140,77	struc2vec_latent_space	1
140,93	struc2vec_latent_space	0
22,15	struc2vec_graph	1
22,56	struc2vec_graph	1
22,74	struc2vec_graph	1
22,57	struc2vec_graph	1
22,34	struc2vec_latent_space	3
22,151	struc2vec_latent_space	2
22,163	struc2vec_latent_space	3
22,167	struc2vec_latent_space	1
75,116	struc2vec_graph	2
75,56	struc2vec_graph	2
70,147	struc2vec_graph	3
27,56	struc2vec_graph	3
27,1	struc2vec_latent_space	2
27,21	struc2vec_latent_space	1
27,153	struc2vec_latent_space	2
170,56	struc2vec_graph	0
170,57	struc2vec_graph	1
170,34	struc2vec_latent_space	2
170,155	struc2vec_latent_space	2
170,167	struc2vec_latent_space	0
170,103	struc2vec_latent_space	1
170,127	struc2vec_latent_space	1
170,80	struc2vec_latent_space	2
170,177	struc2vec_latent_space	0
170,163	struc2vec_latent_space	2
170,76	struc2vec_latent_space	1
170,139	struc2vec_latent_space	3
74,48	struc2vec_graph	2
74,22	struc2vec_graph	2
74,56	struc2vec_graph	2
74,3	struc2vec_latent_space	1
74,6	struc2vec_latent_space	1
74,145	struc2vec_latent_space	3
34,66	struc2vec_graph	1
34,78	struc2vec_graph	0
34,84	struc2vec_graph	0
34,56	struc2vec_graph	0
34,50	struc2vec_graph	0
34,7	struc2vec_graph	0
34,42	struc2vec_graph	0
34,155	struc2vec_latent_space	2
34,167	struc2vec_latent_space	0
34,103	struc2vec_latent_space	1
34,151	struc2vec_latent_space	2
34,80	struc2vec_latent_space	3
34,177	struc2vec_latent_space	1
34,163	struc2vec_latent_space	2
34,22	struc2vec_latent_space	0
34,170	struc2vec_latent_space	1
34,76	struc2vec_latent_space	1
34,139	struc2vec_latent_space	3
118,41	struc2vec_graph	3
118,56	struc2vec_graph	3
118,32	struc2vec_latent_space	3
78,34	struc2vec_graph	3
78,146	struc2vec_graph	3
78,109	struc2vec_latent_space	0
0,121	struc2vec_graph	3
0,58	struc2vec_graph	3
0,152	struc2vec_latent_space	3
0,62	struc2vec_latent_space	1
0,95	struc2vec_latent_space	2
0,57	struc2vec_latent_space	0
48,74	struc2vec_graph	1
48,141	struc2vec_graph	1
48,105	struc2vec_latent_space	2
48,65	struc2vec_latent_space	0
48,23	struc2vec_latent_space	1
48,58	struc2vec_latent_space	2
181,56	struc2vec_graph	0
94,99	struc2vec_graph	0
94,56	struc2vec_graph	0
94,11	struc2vec_graph	0
94,10	struc2vec_latent_space	1
94,155	struc2vec_latent_space	0
94,19	struc2vec_latent_space	0
94,159	struc2vec_latent_space	3
94,139	struc2vec_latent_space	1
99,79	struc2vec_graph	3
99,94	struc2vec_graph	3
99,132	struc2vec_graph	3
157,95	struc2vec_graph	3
28,146	struc2vec_graph	3
28,80	struc2vec_graph	2
120,156	struc2vec_graph	0
120,140	struc2vec_graph	0
156,177	struc2vec_graph	3
156,120	struc2vec_graph	3
156,46	struc2vec_latent_space	1
156,98	struc2vec_latent_space	3
156,83	struc2vec_latent_space	2
127,55	struc2vec_graph	0
127,153	struc2vec_graph	0
127,23	struc2vec_graph	3
127,129	struc2vec_graph	0
127,171	struc2vec_graph	1
127,84	struc2vec_graph	0
127,31	struc2vec_graph	1
127,56	struc2vec_graph	0
127,62	struc2vec_graph	1
127,167	struc2vec_latent_space	2
127,177	struc2vec_latent_space	2
127,170	struc2vec_latent_space	2
127,76	struc2vec_latent_space	2
127,30	struc2vec_latent_space	1
136,56	struc2vec_graph	2
136,164	struc2vec_latent_space	2
136,82	struc2vec_latent_space	1
163,58	struc2vec_graph	3
163,34	struc2vec_latent_space	1
163,155	struc2vec_latent_space	3
163,167	struc2vec_latent_space	0
163,151	struc2vec_latent_space	2
163,80	struc2vec_latent_space	3
163,177	struc2vec_latent_space	1
163,22	struc2vec_latent_space	0
163,170	struc2vec_latent_space	1
163,76	struc2vec_latent_space	1
163,139	struc2vec_latent_space	3
51,116	struc2vec_graph	0
51,106	struc2vec_latent_space	2
51,143	struc2vec_latent_space	2
158,73	struc2vec_graph	2
177,167	struc2vec_graph	2
177,84	struc2vec_graph	0
177,156	struc2vec_graph	0
177,34	struc2vec_latent_space	2
177,167	struc2vec_latent_space	2
177,127	struc2vec_latent_space	1
177,163	struc2vec_latent_space	2
177,170	struc2vec_latent_space	3
177,76	struc2vec_latent_space	3
177,30	struc2vec_latent_space	1
52,56	struc2vec_graph	2
52,29	struc2vec_latent_space	1
52,130	struc2vec_latent_space	0
52,165	struc2vec_latent_space	3
107,108	struc2vec_graph	1
96,173	struc2vec_graph	0
154,56	struc2vec_graph	2
154,44	struc2vec_latent_space	2
23,127	struc2vec_graph	0
23,84	struc2vec_graph	0
23,56	struc2vec_graph	0
23,147	struc2vec_graph	0
23,48	struc2vec_latent_space	2
45,108	struc2vec_graph	2
172,113	struc2vec_graph	1
172,56	struc2vec_graph	0
172,26	struc2vec_latent_space	2
172,161	struc2vec_latent_space	1
172,152	struc2vec_latent_space	2
138,131	struc2vec_graph	1
138,133	struc2vec_latent_space	1
7,34	struc2vec_graph	3
7,14	struc2vec_graph	3
149,56	struc2vec_graph	2
85,16	struc2vec_graph	2
85,56	struc2vec_graph	2
85,111	struc2vec_graph	2
85,119	struc2vec_latent_space	0
15,174	struc2vec_graph	0
15,92	struc2vec_graph	3
15,20	struc2vec_graph	3
15,165	struc2vec_graph	3
15,22	struc2vec_graph	2
15,57	struc2vec_graph	2
15,16	struc2vec_graph	2
15,65	struc2vec_graph	3
15,131	struc2vec_latent_space	2
15,13	struc2vec_latent_space	3
15,143	struc2vec_latent_space	0
15,106	struc2vec_latent_space	0
15,2	struc2vec_latent_space	3
15,72	struc2vec_latent_space	2
167,122	struc2vec_graph	1
167,56	struc2vec_graph	0
167,177	struc2vec_graph	1
167,25	struc2vec_graph	1
167,34	struc2vec_latent_space	3
167,127	struc2vec_latent_space	1
167,151	struc2vec_latent_space	2
167,177	struc2vec_latent_space	1
167,163	struc2vec_latent_space	3
167,22	struc2vec_latent_space	2
167,170	struc2vec_latent_space	3
167,76	struc2vec_latent_space	3
167,30	struc2vec_latent_space	1
17,29	struc2vec_graph	0
17,56	struc2vec_graph	0
5,101	struc2vec_graph	1
5,56	struc2vec_graph	3
5,20	struc2vec_graph	3
91,56	struc2vec_graph	2
91,61	struc2vec_latent_space	0
19,56	struc2vec_graph	0
19,10	struc2vec_latent_space	1
19,155	struc2vec_latent_space	0
19,80	struc2vec_latent_space	0
19,94	struc2vec_latent_space	3
19,159	struc2vec_latent_space	3
19,139	struc2vec_latent_space	1
117,146	struc2vec_graph	1
117,56	struc2vec_graph	3
117,18	struc2vec_latent_space	3
76,116	struc2vec_graph	0
76,95	struc2vec_graph	1
76,34	struc2vec_latent_space	2
76,167	struc2vec_latent_space	0
76,103	struc2vec_latent_space	3
76,127	struc2vec_latent_space	1
76,80	struc2vec_latent_space	2
76,177	struc2vec_latent_space	0
76,163	struc2vec_latent_space	2
76,170	struc2vec_latent_space	2
76,139	struc2vec_latent_space	3
102,88	struc2vec_graph	3
102,66	struc2vec_graph	3
102,58	struc2vec_graph	3
102,129	struc2vec_latent_space	2
2,8	struc2vec_graph	2
2,131	struc2vec_latent_space	2
2,15	struc2vec_latent_space	0
2,13	struc2vec_latent_space	3
2,143	struc2vec_latent_space	0
2,106	struc2vec_latent_space	0
2,72	struc2vec_latent_space	2
130,24	struc2vec_graph	2
130,29	struc2vec_latent_space	1
130,52	struc2vec_latent_space	3
162,66	struc2vec_graph	3
162,29	struc2vec_graph	1
